id,city_name_en,city_name_cn,keywords,lat,lon,timezone_id
1256025,Sirur,,sirūr sirur,18.8276,74.37475,Asia/Kolkata
1256027,Sirumugai,,sirumugai,11.32137,77.00521,Asia/Kolkata
1256029,Siruguppa,,siruguppa,15.63,76.89217,Asia/Kolkata
1256039,Sirsilla,,sirsilla,18.38865,78.81048,Asia/Kolkata
1256040,Sirsi,,sirsi,28.63916,78.64303,Asia/Kolkata
1256047,Sirsi,西尔西,西尔西 sirsi xierxi,14.62072,74.83554,Asia/Kolkata
1256050,Sirsaganj,,sirsaganj sirsāganj,27.05715,78.68661,Asia/Kolkata
1256052,Sirsa,西尔萨,西尔萨 sirsa xiersa,29.53489,75.02898,Asia/Kolkata
1256064,Sironj,,sironj,24.10313,77.69055,Asia/Kolkata
1256067,Sirohi,西罗希,xiluoxi sirohi 西罗希,24.88838,72.84794,Asia/Kolkata
1256070,Sir Muttra,,sir muttra,26.51501,77.37212,Asia/Kolkata
1256075,Sirkazhi,,sirkazhi sīrkāzhi,11.23725,79.73585,Asia/Kolkata
1256087,Sirhind,,sirhind,30.64321,76.38421,Asia/Kolkata
1256100,Siralkoppa,,siralkoppa sirālkoppa,14.3807,75.25007,Asia/Kolkata
1256104,Sira,,sira sīra,13.74155,76.9043,Asia/Kolkata
1256119,Sinnar,西纳尔,xinaer 西纳尔 sinnar,19.84505,73.99866,Asia/Kolkata
1256124,Singur,,singur,22.80917,88.22944,Asia/Kolkata
1256176,Singarayakonda,,singarayakonda singarāyakonda,15.23046,80.02794,Asia/Kolkata
1256184,Singanallur,,singanallur singānallūr,10.99898,77.03238,Asia/Kolkata
1256205,Sindkhed Raja,,sindkhed raja,19.95363,76.12637,Asia/Kolkata
1256207,Sindhnur,,sindhnur sindhnūr,15.76983,76.75581,Asia/Kolkata
1256214,Sindgi,,sindgi,16.91883,76.23368,Asia/Kolkata
1256237,Shimla,西姆拉,西姆拉 ximula shimla,31.10442,77.16662,Asia/Kolkata
1256245,Simga,西姆加,ximujia 西姆加 simga,21.6281,81.70376,Asia/Kolkata
1256246,Simdega,西姆德加,simdega 西姆德加 ximudejia,22.61523,84.50208,Asia/Kolkata
1256259,Silvassa,锡尔瓦萨,silvassa 锡尔瓦萨 xierwasa,20.27386,72.99673,Asia/Kolkata
1256260,Silvani,,silvāni silvani,23.3026,78.44076,Asia/Kolkata
1256269,Sillod,西洛德,sillod xiluode 西洛德,20.30303,75.65284,Asia/Kolkata
1256287,Silchar,西尔恰尔,silchar 西尔恰尔 xierqiaer,24.82733,92.79787,Asia/Kolkata
1256295,Silao,,silao,25.08358,85.42804,Asia/Kolkata
1256320,Sikar,,sikar sīkar,27.61206,75.13996,Asia/Kolkata
1256322,Sikandra Rao,,sikandra rao,27.68859,78.37985,Asia/Kolkata
1256328,Sikandarpur,,sikandarpur,26.04327,84.05298,Asia/Kolkata
1256329,Sikandarabad,,sikandarābād sikandarabad,28.45226,77.70004,Asia/Kolkata
1256333,Sikka,,sikka,22.43218,69.84158,Asia/Kolkata
1256335,Sijua,,sijua,23.77617,86.33028,Asia/Kolkata
1256340,Sihora,,sihorā sihora,23.4871,80.10404,Asia/Kolkata
1256343,Sihor,西霍尔,西霍尔 sihor xihuoer,21.71134,71.96179,Asia/Kolkata
1256363,Sidlaghatta,西德拉加特塔,xidelajiateta 西德拉加特塔 sidlaghatta,13.38896,77.86444,Asia/Kolkata
1256369,Sidhi,,sidhi,24.4038,81.87954,Asia/Kolkata
1256372,Sidhauli,,sidhaulī sidhauli,27.28202,80.8345,Asia/Kolkata
1256377,Siddipet,,siddipet,18.10483,78.84858,Asia/Kolkata
1256382,Siddhapur,,siddhapur,23.91783,72.37212,Asia/Kolkata
1256388,Sibsagar,,sibsāgar sibsagar,26.98427,94.63784,Asia/Kolkata
1256409,Shyamnagar,,shyamnagar,22.83333,88.36667,Asia/Kolkata
1256414,Shopian,,shopian,33.71723,74.83413,Asia/Kolkata
1256418,Shujalpur,,shujalpur shujālpur,23.40673,76.7098,Asia/Kolkata
1256421,Shrirangapattana,,shrirangapattana shrīrangapattana,12.42264,76.68439,Asia/Kolkata
1256422,Shrirampur,,shrīrāmpur shrirampur,22.75278,88.34222,Asia/Kolkata
1256426,Shrigonda,,shrigonda shrīgonda,18.61527,74.69895,Asia/Kolkata
1256431,Shorapur,,shorāpur shorapur,16.521,76.75738,Asia/Kolkata
1256432,Shoranur,,shoranur shōranūr,10.76181,76.27078,Asia/Kolkata
1256435,Sholinghur,,sholinghur,13.1181,79.42025,Asia/Kolkata
1256436,Sholapur,,sholapur,17.67152,75.91044,Asia/Kolkata
1256451,Shivpuri,斯希沃普里,shivpuri 斯希沃普里 sixiwopuli,25.42378,77.66223,Asia/Kolkata
1256468,Shishgarh,,shīshgarh shishgarh,28.72928,79.31469,Asia/Kolkata
1256475,Shirpur,希尔布尔,xierbuer shirpur 希尔布尔,21.34821,74.88035,Asia/Kolkata
1256483,Shirhatti,,shirhatti,15.23352,75.57996,Asia/Kolkata
1256489,Shirdi,舍地,舍地 shedi shirdi,19.76616,74.47738,Asia/Kolkata
1256515,Shivamogga,希莫加,ximojia 希莫加 shivamogga,13.93157,75.56791,Asia/Kolkata
1256523,Shillong,西隆,xilong 西隆 shillong,25.56892,91.88313,Asia/Kolkata
1256525,Siliguri,西里古里,西里古里 siliguri xiliguli,26.71004,88.42851,Asia/Kolkata
1256529,Shikohabad,,shikohābād shikohabad,27.108,78.58661,Asia/Kolkata
1256532,Shikarpur,,shikarpur shikārpūr,28.28072,78.01411,Asia/Kolkata
1256537,Shikaripura,,shikaripura,14.2698,75.35643,Asia/Kolkata
1256539,Shiggaon,,shiggaon,14.99053,75.22499,Asia/Kolkata
1256558,Shertallai,,shertallai,9.68581,76.33996,Asia/Kolkata
1256569,Sherkot,,sherkot,29.32704,78.57429,Asia/Kolkata
1256572,Sherghati,,sherghāti sherghati,24.5595,84.79162,Asia/Kolkata
1256593,Sheopur,谢奥布尔,谢奥布尔 sheopur xieaobuer,25.66472,76.69616,Asia/Kolkata
1256597,Sheohar,,sheohar,26.51393,85.29341,Asia/Kolkata
1256598,Sheoganj,,sheoganj,25.13915,73.06784,Asia/Kolkata
1256608,Shenkottai,,shenkottai,8.97741,77.24633,Asia/Kolkata
1256616,Shehera,,shehera,22.95084,73.63118,Asia/Kolkata
1256620,Shegaon,斯赫加奥恩,sihejiaaoen 斯赫加奥恩 shegaon,20.7932,76.69921,Asia/Kolkata
1256639,Shantipur,,shāntipur shantipur,23.24723,88.43302,Asia/Kolkata
1256659,Shamsabad,,shamsābād shamsabad,27.5371,79.43796,Asia/Kolkata
1256660,Shamsabad,,shamsābād shamsabad,27.01718,78.12358,Asia/Kolkata
1256671,Shamli,,shamli shāmli,29.4497,77.30959,Asia/Kolkata
1256673,Shamgarh,,shamgarh shāmgarh,24.18817,75.63903,Asia/Kolkata
1256693,Shajapur,,shajapur shājāpur,23.42637,76.27775,Asia/Kolkata
1256698,Sheikhpura,,sheikhpura,25.13994,85.84096,Asia/Kolkata
1256705,Shahpura,,shāhpura shahpura,27.3912,75.95956,Asia/Kolkata
1256706,Shahpura,,shāhpura shahpura,25.62094,74.92487,Asia/Kolkata
1256713,Shahpur,,shahpur shāhpur,29.3501,77.5516,Asia/Kolkata
1256715,Shahpur,,shahpur shāhpur,25.60293,84.40412,Asia/Kolkata
1256720,Shahpur,,shahpur shāhpur,21.23742,76.22558,Asia/Kolkata
1256722,Shahpur,,shahpur shāhpur,16.69605,76.8422,Asia/Kolkata
1256728,Shahjanpur,,shāhjānpur shahjanpur,27.88165,79.90918,Asia/Kolkata
1256731,Shahi,,shahi shāhi,28.55023,79.31761,Asia/Kolkata
1256734,Shahgarh,,shahgarh shāhgarh,24.31365,79.11806,Asia/Kolkata
1256735,Shahganj,,shāhganj shahganj,26.04965,82.68423,Asia/Kolkata
1256739,Shahdol,斯哈赫多尔,shahdol sihaheduoer 斯哈赫多尔,23.29356,81.3619,Asia/Kolkata
1256750,Shahada,,shahada shāhāda,21.54538,74.47106,Asia/Kolkata
1256752,Shahabad,,shāhābād shahabad,30.16776,76.87046,Asia/Kolkata
1256753,Shahabad,,shāhābād shahabad,28.56681,79.00956,Asia/Kolkata
1256755,Shahabad,,shāhābād shahabad,27.6431,79.9402,Asia/Kolkata
1256759,Shahabad,,shāhābād shahabad,17.1307,76.94361,Asia/Kolkata
1256773,Siwani,,siwani siwāni,28.90909,75.61469,Asia/Kolkata
1256783,Settur,,settur settūr,9.40564,77.47841,Asia/Kolkata
1256812,Serchhip,,serchhip serchhīp,23.29312,92.84679,Asia/Kolkata
1256814,Sedam,塞达姆,saidamu sedam 塞达姆,17.17859,77.28998,Asia/Kolkata
1256823,Seoni Malwa,,seoni malwa seoni mālwa,22.45046,77.4665,Asia/Kolkata
1256824,Seoni Chhapara,,seoni chhapāra seoni chhapara,22.39388,79.54236,Asia/Kolkata
1256826,Seoni,,seoni,22.08503,79.55037,Asia/Kolkata
1256828,Seondha,塞奥恩达,saiaoenda 塞奥恩达 seondha,26.15422,78.7812,Asia/Kolkata
1256832,Seohara,,seohāra seohara,29.20904,78.58837,Asia/Kolkata
1256846,Shendurjana,,shendurjana,21.52488,78.2835,Asia/Kolkata
1256854,Sendhwa,森德瓦,森德瓦 sendhwa sendewa,21.68562,75.09622,Asia/Kolkata
1256857,Sendamangalam,,sendamangalam,11.28111,78.23416,Asia/Kolkata
1256913,Sehore,塞霍雷,sehore saihuolei 塞霍雷,23.2,77.08333,Asia/Kolkata
1256922,Secunderabad,塞康德拉巴德,secunderabad saikangdelabade 塞康德拉巴德,17.50427,78.54263,Asia/Kolkata
1256929,Sayla,,sayla sāyla,22.54925,71.48324,Asia/Kolkata
1256949,Sawai Madhopur,瑟瓦伊马托布尔,瑟瓦伊马托布尔 sawai madhopur sewayimatuobuer,26.02301,76.34408,Asia/Kolkata
1256955,Savli,,sāvli savli,22.56188,73.22317,Asia/Kolkata
1256959,Savda,,savda sāvda,21.15054,75.88938,Asia/Kolkata
1256967,Savanur,,savanūr savanur,14.97335,75.33724,Asia/Kolkata
1256968,Savantvadi,,savantvadi sāvantvādi,15.90413,73.82191,Asia/Kolkata
1256974,Sausar,,sausar,21.65576,78.79669,Asia/Kolkata
1256983,Saundatti,,saundatti,15.76615,75.11778,Asia/Kolkata
1256989,Sathyamangalam,萨蒂亚芒格阿拉姆,萨蒂亚芒格阿拉姆 sathyamangalam sadiyamanggealamu,11.50526,77.23826,Asia/Kolkata
1256995,Sattur,,sattur,9.35592,77.92457,Asia/Kolkata
1257001,Sattenapalle,,sattenapalle,16.39381,80.15221,Asia/Kolkata
1257022,Satna,,satna,24.57726,80.82719,Asia/Kolkata
1257055,Satara,,satara,17.68589,73.99333,Asia/Kolkata
1257060,Satana,,satana satānā,20.59483,74.20301,Asia/Kolkata
1257066,Sasvad,,sasvad sāsvad,18.34351,74.03102,Asia/Kolkata
1257086,Sasaram,,sasaram sasarām,24.94942,84.01645,Asia/Kolkata
1257093,Sawar,,sawar,25.75574,75.22292,Asia/Kolkata
1257149,Sarkhej,,sarkhej,22.98297,72.50196,Asia/Kolkata
1257191,Sardulgarh,,sardulgarh,29.69224,75.23608,Asia/Kolkata
1257196,Sardhana,萨尔达纳,sardhana saerdana 萨尔达纳,29.14551,77.61433,Asia/Kolkata
1257198,Sardarshahr,,sardārshahr sardarshahr,28.44062,74.491,Asia/Kolkata
1257219,Sarauli,,sarauli,28.49404,79.09177,Asia/Kolkata
1257237,Sarangpur,,sarangpur sārangpur,23.56651,76.47306,Asia/Kolkata
1257259,Saraipali,,saraipali,21.3153,83.00629,Asia/Kolkata
1257260,Sarai Mir,,sarai mir sarāi mīr,26.02705,82.91843,Asia/Kolkata
1257268,Sarai Akil,,sarāi ākil sarai akil,25.3789,81.51035,Asia/Kolkata
1257307,Saoner,萨沃内尔,萨沃内尔 saoner sawoneier,21.3851,78.92155,Asia/Kolkata
1257313,Sanwer,,sānwer sanwer,22.97415,75.8271,Asia/Kolkata
1257354,Sankrail,,sankrail sānkrāil,22.54997,88.22515,Asia/Kolkata
1257369,Sankeshwar,,sankeshwar,16.25649,74.48195,Asia/Kolkata
1257379,Sankarankovil,,sankarankovil,9.17048,77.54107,Asia/Kolkata
1257402,Sangrur,,sangrur sangrūr,30.24506,75.84488,Asia/Kolkata
1257409,Sangola,,sāngola sangola,17.43948,75.19379,Asia/Kolkata
1257410,Sangod,,sangod,24.92707,76.28649,Asia/Kolkata
1257416,Sangli,,sangli sāngli,16.85438,74.56417,Asia/Kolkata
1257429,Sangaria,,sangariā sangaria,29.79886,74.46683,Asia/Kolkata
1257431,Sangareddi,,sangareddi sangāreddi,17.62477,78.08669,Asia/Kolkata
1257436,Sangamner,桑格阿姆内尔,sanggeamuneier 桑格阿姆内尔 sangamner,19.56784,74.21154,Asia/Kolkata
1257456,Sandur,,sandur sandūr,15.08613,76.54692,Asia/Kolkata
1257459,Sandila,,sandila sandīla,27.06989,80.51497,Asia/Kolkata
1257461,Sandi,,sandi sāndi,27.28867,79.9519,Asia/Kolkata
1257476,Sancoale,萨恩乔阿莱,萨恩乔阿莱 saenqiaoalai sancoale,15.37794,73.90352,Asia/Kolkata
1257477,Sanchor,,sanchor sānchor,24.75361,71.7728,Asia/Kolkata
1257481,Sanawad,,sanawad sanāwad,22.17391,76.06993,Asia/Kolkata
1257482,Sanaur,萨瑙尔,sanaoer sanaur 萨瑙尔,30.30182,76.45786,Asia/Kolkata
1257486,Sanand,,sanand sānand,22.99227,72.38177,Asia/Kolkata
1257498,Samthar,,samthar,25.84348,78.90683,Asia/Kolkata
1257503,Samrala,,samrala samrāla,30.83601,76.19324,Asia/Kolkata
1257508,Sampla,,sampla sāmpla,28.77718,76.77165,Asia/Kolkata
1257528,Samdari,,samdari,25.81299,72.57879,Asia/Kolkata
1257530,Samburvadakara,,sāmbūrvadakara samburvadakara,8.99856,77.38763,Asia/Kolkata
1257539,Sambhar,,sambhar sāmbhar,26.90806,75.19137,Asia/Kolkata
1257540,Sambhal,,sambhal,28.58498,78.56959,Asia/Kolkata
1257542,Sambalpur,萨姆巴尔普尔,萨姆巴尔普尔 samubaerpuer sambalpur,21.46527,83.97573,Asia/Kolkata
1257545,Samba,,sāmba samba,32.56245,75.11993,Asia/Kolkata
1257551,Samastipur,,samastipur samāstipur,25.86222,85.77953,Asia/Kolkata
1257559,Samana,,samana samāna,30.15395,76.19851,Asia/Kolkata
1257565,Samalkot,,sāmalkot samalkot,17.05675,82.17639,Asia/Kolkata
1257566,Samalkha,,samālkha samalkha,29.23552,77.01273,Asia/Kolkata
1257567,Samalka,,samalka samālka,28.53499,77.09079,Asia/Kolkata
1257587,Salur,,sālūr salur,18.51716,83.20548,Asia/Kolkata
1257588,Salumbar,,sālūmbar salumbar,24.13524,74.04442,Asia/Kolkata
1257629,Salem,塞勒姆,saileimu salem 塞勒姆,11.65376,78.15538,Asia/Kolkata
1257638,Salaya,,salaya salāya,22.31038,69.60376,Asia/Kolkata
1257673,Sakti,,sakti saktī,22.02662,82.96091,Asia/Kolkata
1257682,Sakri,萨克利,sakeli 薩克利 萨克利 sakri,20.99104,74.31475,Asia/Kolkata
1257698,Sakleshpur,,sakleshpur,12.94119,75.78467,Asia/Kolkata
1257749,Saint Thomas Mount,,saint thomas mount,13.00334,80.19614,Asia/Kolkata
1257751,Sainthia,赛恩蒂亚,sainthia 赛恩蒂亚 saiendiya,23.94826,87.68045,Asia/Kolkata
1257762,Selu,,selu,19.45512,76.44073,Asia/Kolkata
1257771,Saiha,,saiha,22.49183,92.98143,Asia/Kolkata
1257776,Saidpur,,saidpur,25.53749,83.22378,Asia/Kolkata
1257793,Sahibganj,,sahibganj sāhibganj,26.30831,84.92695,Asia/Kolkata
1257794,Sahibganj,,sahibganj sāhibganj,25.24425,87.63481,Asia/Kolkata
1257799,Sahawar,,sahawar sahāwar,27.79603,78.83373,Asia/Kolkata
1257800,Sahaswan,,sahaswan sahaswān,28.07227,78.75082,Asia/Kolkata
1257802,Sahaspur,萨哈斯普尔,sahaspur sahasipuer 萨哈斯普尔,29.12125,78.62273,Asia/Kolkata
1257804,Saharsa,萨哈尔萨,萨哈尔萨 sahaersa saharsa,25.87498,86.59611,Asia/Kolkata
1257806,Saharanpur,,saharanpur sahāranpur,29.9679,77.54522,Asia/Kolkata
1257819,Sagwara,,sāgwāra sagwara,23.67951,74.02013,Asia/Kolkata
1257830,Sagauli,,sagauli,26.7639,84.74341,Asia/Kolkata
1257845,Saugor,,saugor,23.83877,78.73874,Asia/Kolkata
1257851,Sagar,,sāgar sagar,14.16498,75.02901,Asia/Kolkata
1257854,Safipur,,safipur safīpur,26.73783,80.3435,Asia/Kolkata
1257855,Safidon,,safidon,29.40596,76.67042,Asia/Kolkata
1257865,Sadri,,sadri sādri,25.18555,73.45288,Asia/Kolkata
1257890,Sadasivpet,萨达西沃佩特,sadaxiwopeite 萨达西沃佩特 sadasivpet,17.61925,77.95263,Asia/Kolkata
1257895,Sadalgi,,sadalgi,16.5587,74.53211,Asia/Kolkata
1257896,Sadabad,,sadabad sadābād,27.43818,78.03758,Asia/Kolkata
1257901,Sachin,,sachīn sachin,21.08718,72.88153,Asia/Kolkata
1257928,Sabalgarh,萨巴尔加尔,萨巴尔加尔 sabalgarh sabaerjiaer,26.24918,77.40786,Asia/Kolkata
1257936,Rusera,,rusera,25.75355,86.02597,Asia/Kolkata
1257940,Rura,,rura,26.49001,79.90108,Asia/Kolkata
1257951,Ropar,,ropar,30.96896,76.52695,Asia/Kolkata
1258012,Rudarpur,,rūdarpur rudarpur,26.44467,83.61302,Asia/Kolkata
1258044,Roorkee,罗奥尔凯埃,罗奥尔凯埃 roorkee luoaoerkaiai,29.86632,77.89118,Asia/Kolkata
1258061,Ron,,ron,15.69935,75.73408,Asia/Kolkata
1258076,Rohtak,罗赫塔克,罗赫塔克 rohtak luohetake,28.89447,76.58917,Asia/Kolkata
1258099,Roha,,roha,18.43687,73.11964,Asia/Kolkata
1258109,Robertsonpet,罗贝尔特索恩佩特,罗贝尔特索恩佩特 robertsonpet luobeiertesuoenpeite,12.95629,78.27539,Asia/Kolkata
1258111,Robertsganj,罗贝尔特斯甘杰,luobeiertesiganjie 罗贝尔特斯甘杰 robertsganj,24.6886,83.06784,Asia/Kolkata
1258124,Risod,,risod,19.97671,76.78799,Asia/Kolkata
1258126,Rishra,,rishra,22.72394,88.34563,Asia/Kolkata
1258128,Rishikesh,,rishikesh rishīkesh,30.10778,78.29255,Asia/Kolkata
1258140,Reengus,雷埃恩古斯,leiaiengusi 雷埃恩古斯 reengus,27.3636,75.56838,Asia/Kolkata
1258164,Richha,,richha,28.69467,79.52284,Asia/Kolkata
1258178,Rewari,,rewāri rewari,28.199,76.6183,Asia/Kolkata
1258182,Rewa,雷瓦,leiwa 雷瓦 rewa,24.53256,81.29234,Asia/Kolkata
1258186,Revelganj,,revelganj,25.78976,84.63596,Asia/Kolkata
1258201,Repalle,雷帕尔莱,雷帕尔莱 repalle leipaerlai,16.0184,80.82958,Asia/Kolkata
1258203,Reoti,雷奥蒂,reoti 雷奥蒂 leiaodi,25.85091,84.3778,Asia/Kolkata
1258207,Renukut,,renukut renukūt,24.21641,83.0358,Asia/Kolkata
1258213,Renigunta,雷尼贡塔,renigunta leinigongta 雷尼贡塔,13.65143,79.51256,Asia/Kolkata
1258229,Remuna,雷穆纳,雷穆纳 remuna leimuna,21.52798,86.87156,Asia/Kolkata
1258247,Rehli,,rehli,23.63722,79.06275,Asia/Kolkata
1258270,Razam,,rāzām razam,18.44909,83.65957,Asia/Kolkata
1258278,Raybag,,raybag,16.49178,74.77391,Asia/Kolkata
1258289,Rayagada,,rāyagada rayagada,19.17132,83.41428,Asia/Kolkata
1258290,Rayadrug,,rāyadrug rayadrug,14.69971,76.85241,Asia/Kolkata
1258291,Rayachoti,,rayachoti,14.05723,78.75056,Asia/Kolkata
1258292,Raya,,raya rāya,27.55607,77.78972,Asia/Kolkata
1258294,Raxaul,拉克奥尔巴扎尔,lakeaoerbazhaer 拉克奥尔巴扎尔 raxaul,26.97982,84.85065,Asia/Kolkata
1258295,Rawatsar,,rawatsar rāwatsār,29.26724,74.40288,Asia/Kolkata
1258297,Rawatbhata,,rawatbhata rāwatbhāta,24.92981,75.59209,Asia/Kolkata
1258307,Raver,,raver rāver,21.24757,76.03509,Asia/Kolkata
1258315,Rourkela,魯吉拉,lujila 魯吉拉 rourkela,22.22496,84.86414,Asia/Kolkata
1258323,Ratu,,ratu rātu,23.42045,85.21459,Asia/Kolkata
1258338,Ratnagiri,拉特纳吉里,latenajili ratnagiri 拉特纳吉里,16.99154,73.31022,Asia/Kolkata
1258342,Ratlam,,ratlām ratlam,23.33033,75.04032,Asia/Kolkata
1258347,Ratia,,ratia,29.69029,75.57688,Asia/Kolkata
1258352,Rath,,rāth rath,25.59474,79.5666,Asia/Kolkata
1258362,Ratanpur,,ratanpur,22.2866,82.16823,Asia/Kolkata
1258366,Ratangarh,,ratangarh,28.08137,74.61854,Asia/Kolkata
1258380,Rasra,,rasrā rasra,25.8576,83.85487,Asia/Kolkata
1258386,Rasipuram,,rasipuram,11.46009,78.18635,Asia/Kolkata
1258393,Rasapudipalem,,rasapudipalem rasapūdipalem,17.73308,83.31622,Asia/Kolkata
1258406,Rapar,,rapar rāpar,23.57267,70.64718,Asia/Kolkata
1258425,Ranpur,,ranpur rānpur,22.35161,71.71179,Asia/Kolkata
1258449,Ranipur,,ranipur rānīpur,25.25034,79.06204,Asia/Kolkata
1258451,Ranipet,,ranipet rānipet,12.92471,79.33331,Asia/Kolkata
1258455,Ranikhet,,ranikhet rānikhet,29.64082,79.43229,Asia/Kolkata
1258470,Raniganj,,rānīganj raniganj,23.6164,87.13061,Asia/Kolkata
1258474,Ranebennur,,ranebennur,14.62239,75.62951,Asia/Kolkata
1258477,Rania,,rania rānia,29.52454,74.83689,Asia/Kolkata
1258492,Rangia,,rangia,26.44931,91.61356,Asia/Kolkata
1258501,Rangapara,,rangāpāra rangapara,26.83772,92.66876,Asia/Kolkata
1258526,Ranchi,蘭契,ranchi 蘭契 lanqi,23.34316,85.3094,Asia/Kolkata
1258534,Ranavav,,ranavav rānāvāv,21.68734,69.74485,Asia/Kolkata
1258546,Ranaghat,,ranaghat rānāghāt,23.17623,88.56667,Asia/Kolkata
1258553,Ramtek,,rāmtek ramtek,21.39562,79.32725,Asia/Kolkata
1258581,Rampur Hat,,rampur hat,24.17737,87.78275,Asia/Kolkata
1258584,Rampura,,rampura rāmpura,30.256,75.24116,Asia/Kolkata
1258592,Rampura,,rampura rāmpura,24.467,75.43996,Asia/Kolkata
1258598,Rampur,,rāmpur rampur,29.8062,77.45251,Asia/Kolkata
1258599,Rampur,,rāmpur rampur,28.81014,79.02699,Asia/Kolkata
1258619,Rampur,,rāmpur rampur,21.07351,84.34095,Asia/Kolkata
1258637,Ramnagar,,rāmnagar ramnagar,29.3925,79.1283,Asia/Kolkata
1258639,Ramnagar,,rāmnagar ramnagar,27.16371,84.32342,Asia/Kolkata
1258642,Ramnagar,,rāmnagar ramnagar,25.26907,83.02971,Asia/Kolkata
1258658,Ramjibanpur,,ramjibanpur rāmjībanpur,22.82815,87.60888,Asia/Kolkata
1258662,Ramgundam,,ramgundam rāmgundam,18.80084,79.45206,Asia/Kolkata
1258674,Ramgarh,,ramgarh rāmgarh,28.17096,74.97973,Asia/Kolkata
1258677,Ramgarh,,ramgarh rāmgarh,27.25097,75.17893,Asia/Kolkata
1258686,Ramgarh,,ramgarh rāmgarh,23.6303,85.52156,Asia/Kolkata
1258692,Ramganj Mandi,,rāmganj mandi ramganj mandi,24.64648,75.94325,Asia/Kolkata
1258698,Rameswaram,拉梅斯瓦拉姆,lameisiwalamu rameswaram 拉梅斯瓦拉姆,9.2885,79.31271,Asia/Kolkata
1258704,Ramdurg,,ramdurg rāmdurg,15.94579,75.29785,Asia/Kolkata
1258726,Ramapuram,,rāmāpuram ramapuram,13.10091,79.1841,Asia/Kolkata
1258740,Ramanathapuram,拉马纳塔普拉姆,拉马纳塔普拉姆 lamanatapulamu ramanathapuram,9.37158,78.83077,Asia/Kolkata
1258744,Closepet,,closepet,12.72181,77.28149,Asia/Kolkata
1258756,Ramachandrapuram,,rāmachandrapuram ramachandrapuram,16.83636,82.02871,Asia/Kolkata
1258786,Rajura,,rājūra rajura,19.77947,79.36459,Asia/Kolkata
1258795,Rajula,,rājula rajula,21.03854,71.44345,Asia/Kolkata
1258797,Rajsamand,,rajsamand rājsamand,25.07145,73.8798,Asia/Kolkata
1258803,Rajpura,,rajpura,30.47856,76.59284,Asia/Kolkata
1258815,Alirajpur,阿利拉杰普尔,alilajiepuer alirajpur 阿利拉杰普尔,22.30393,74.35568,Asia/Kolkata
1258816,Rajpur,,rajpur,21.94022,75.13608,Asia/Kolkata
1258819,Rajpipla,,rājpīpla rajpipla,21.86667,73.5,Asia/Kolkata
1258831,Raj-Nandgaon,,raj-nandgaon rāj-nāndgaon,21.09687,81.0289,Asia/Kolkata
1258843,Rajmahal,,rājmahal rajmahal,25.05303,87.83048,Asia/Kolkata
1258847,Rajkot,,rajkot rājkot,22.29161,70.79322,Asia/Kolkata
1258859,Rajgurunagar,,rājgurunagar rajgurunagar,18.86667,73.9,Asia/Kolkata
1258864,Rajgir,,rājgīr rajgir,25.02828,85.42079,Asia/Kolkata
1258868,Rajgarh,,rajgarh rājgarh,28.64201,75.38612,Asia/Kolkata
1258869,Rajgarh,,rajgarh rājgarh,27.23731,76.62243,Asia/Kolkata
1258875,Rajgarh,,rajgarh rājgarh,24.00826,76.7325,Asia/Kolkata
1258876,Rajgarh,,rajgarh rājgarh,22.67821,74.94483,Asia/Kolkata
1258891,Rajaori,,rajaori,33.37526,74.3092,Asia/Kolkata
1258895,Rajauli,,rajauli,24.64486,85.50028,Asia/Kolkata
1258916,Rajapalayam,,rajapalayam,9.45296,77.55335,Asia/Kolkata
1258922,Razampeta,,razampeta rāzampeta,14.19544,79.15896,Asia/Kolkata
1258928,Rajaldesar,,rājaldesar rajaldesar,28.02849,74.47442,Asia/Kolkata
1258930,Rajakhera,,rajakhera rājākhera,26.89802,78.171,Asia/Kolkata
1258932,Rajamahendravaram,,rajamahendravaram,17.00517,81.77784,Asia/Kolkata
1258950,Raisinghnagar,,raisinghnagar rāisinghnagar,29.53583,73.44917,Asia/Kolkata
1258952,Raisen,,raisen,23.33033,77.7811,Asia/Kolkata
1258967,Raipur,,rāipur raipur,30.31097,78.08979,Asia/Kolkata
1258972,Raipur,,raipur,26.04259,74.02373,Asia/Kolkata
1258980,Raipur,賴布爾,賴布爾 laibuer raipur,21.23333,81.63333,Asia/Kolkata
1258993,Raikot,,rāikot raikot,30.65,75.6,Asia/Kolkata
1259005,Raigarh,赖格尔,赖格尔 raigarh laigeer,21.89764,83.3966,Asia/Kolkata
1259009,Raiganj,,rāiganj raiganj,25.61281,88.12449,Asia/Kolkata
1259012,Raichur,,rāichūr raichur,16.20546,77.35567,Asia/Kolkata
1259019,Rahuri,,rāhuri rahuri,19.39069,74.64979,Asia/Kolkata
1259022,Rahon,,rahon rāhon,31.05275,76.11907,Asia/Kolkata
1259026,Rahimatpur,拉希马特普尔,laximatepuer rahimatpur 拉希马特普尔,17.5921,74.19966,Asia/Kolkata
1259034,Rahatgarh,,rahatgarh rāhatgarh,23.78968,78.39473,Asia/Kolkata
1259036,Rahata,,rahata,19.71664,74.48109,Asia/Kolkata
1259049,Raghunathpur,,raghunathpur,23.53878,86.6735,Asia/Kolkata
1259056,Raghogarh,,rāghogarh raghogarh,24.44318,77.19768,Asia/Kolkata
1259060,Rafiganj,,rafiganj,24.81757,84.63445,Asia/Kolkata
